id,data,descricao,aprovacao,ultimaApresentacaoProposicao_idProposicao
2423076-3,2024-04-10,Aprovado.,1.0,0
2264343-38,2024-04-10,Aprovado o Parecer.,1.0,2372864
2423250-3,2024-04-10,Aprovado.,1.0,0
2350914-53,2024-04-10,"Aprovado o Destaque, com os votos contrários dos Deputados Alfredinho, Túlio Gadelha, Leonardo Monteiro e Geovânia de Sá. Fica modificado o texto da Relatora Geovânia de Sá.",1.0,0
2319153-31,2024-04-10,Aprovado o Parecer.,1.0,2416523
2424800-2,2024-04-10,Aprovado. Subscrito pelos Deputados Júlio  Lopes e Max Lemos.,1.0,0
2361458-32,2024-04-10,Aprovado o Parecer.,1.0,0
2423946-2,2024-04-10,Aprovado. Subscrito pela Deputada Silvia Waiãpi e pelos Deputados Sidney Leite e Otto Alencar Filho.,1.0,0
2423947-2,2024-04-10,"Aprovado. Subscrito pelos Deputados Sidney Leite e Júlio Lopes. Aditado para inclusão da ABIOGÁS na lista de convidados, por sugestão do Deputado Bandeira de Mello.",1.0,0
2387911-22,2024-04-10,Aprovado o Parecer.,1.0,2421213
2421898-2,2024-04-10,Aprovado.,1.0,0
2421899-2,2024-04-10,Aprovado.,1.0,0
2422698-2,2024-04-10,Aprovado.,1.0,0
2423004-2,2024-04-10,Aprovado.,1.0,0
2423006-2,2024-04-10,"Aprovado. Com alterações: Inclusão do Prof. Heleno Taveira Torres, Professor de Direito Financeiro da USP.",1.0,0
2423282-3,2024-04-10,Aprovado.,1.0,2423857
2423572-2,2024-04-10,Aprovado.,1.0,0
2423857-2,2024-04-10,Aprovado.,1.0,0
2424265-2,2024-04-10,Aprovado.,1.0,0
2424266-2,2024-04-10,Aprovado.,1.0,0
2424267-2,2024-04-10,Aprovado. Com alterações: Inclusão do Presidente da FEBRABAN.,1.0,0
1195593-87,2024-04-10,"Aprovado o Parecer, apresentou voto em separado o Deputado Augusto Coutinho.",1.0,2403381
2423294-2,2024-04-10,Aprovado.,1.0,0
2421561-4,2024-04-10,Aprovado requerimento n. 21/2024 da Sra. Erika Kokay que requer o aditamento do Requerimento nº 015/2024 - CTRAB para inclusão dos (as) convidados (as) da Audiência Pública para debater a Convenção 190 da Organização Internacional do Trabalho (OIT) sobre a eliminação da violência e do assédio no mundo do trabalho.,1.0,2423632
2423634-2,2024-04-10,Aprovado.,1.0,0
2423635-2,2024-04-10,Aprovado.,1.0,0
2424650-2,2024-04-10,Aprovado.,1.0,0
2423268-27,2024-04-10,"Aprovado o Requerimento de Encerramento de Discussão, com os votos contrários dos Deputados Raniery Paulino e Defensor Stélio Dener. Encerrada a discussão.",1.0,2423582
2350914-56,2024-04-10,"Aprovado o Parecer Reformulado, com a supressão do texto destacado referente ao ""art. 57-B, inciso III, alínea ""b"""", constante no art. 2º do Substitutivo ao PLP 42/2023 e apensados, apresentado pela relatora.",1.0,0
2190520-65,2024-04-10,Aprovado o Parecer.,1.0,2424868
2350592-44,2024-04-10,Aprovado o Parecer.,1.0,2411953
2424475-2,2024-04-10,Aprovado.,1.0,0
2422724-5,2024-04-10,"Aprovado com alterações: inclusão de convidado Rodrigo Marinho, diretor executivo do Instituto Livre Mercado. Subscrito pelo deputado Daniel Trzeciak.",1.0,2423968
2421842-2,2024-04-10,Aprovado.,1.0,0
2422984-2,2024-04-10,"Aprovado com alterações, inclusão de convidados: Associação Brasileira de Veículos Elétricos (ABVE), União da Indústria de cana-de-açúcar e Bioenergia (Unica), Sindicato Nacional da Indústria de Componentes para Veículos Automotores (Sindipeças), Empresa BYD Brasil. Subscrito pelo deputado  Gilberto ABramo.",1.0,0
2423902-2,2024-04-10,Aprovado. Subscrito pelo deputado Hugo Leal.,1.0,0
2423447-2,2024-04-10,Aprovado. Subscrito pelos deputados Hugo Leal e Rosana Valle.,1.0,0
2424764-2,2024-04-10,Aprovado.,1.0,0
2422725-2,2024-04-10,Aprovado. Subscrito pelos deputados Hugo Leal e Marco Brasil.,1.0,0
2223003-37,2024-04-10,Aprovado o Parecer.,1.0,2423904
2398029-24,2024-04-10,Aprovado o Parecer.,1.0,2423183
2368431-28,2024-04-10,Aprovado o Parecer.,1.0,2423184
2312900-43,2024-04-10,Aprovado o Parecer.,1.0,2422334
2394329-27,2024-04-10,Aprovado o Parecer.,1.0,2423470
2424284-2,2024-04-10,Aprovado com alterações: inclusão de convidados Cooperativa de Transportadores Autônomos Rodoviários de Cargas do Rio Grande (COOTRACAM RS) e Porto do Rio Grande. Subscrito pelo deputado Daniel Trzeciak.,1.0,0
2334982-53,2024-04-10,Aprovado o Parecer.,1.0,2394005
2421862-2,2024-04-10,Aprovado.,1.0,0
2423592-2,2024-04-10,Aprovado.,1.0,0
2423457-3,2024-04-10,"Aprovado, com a subscrição do deputado Pompeu de Mattos (PDT/RS).",1.0,0
2424918-3,2024-04-10,"Aprovado, com as subscrições dos deputados Alexandre Lindenmeyer (PT/RS) e Pompeu de Mattos (PDT/RS).",1.0,0
2424920-2,2024-04-10,"Aprovado, com as subscrições dos deputados Alexandre Lindenmeyer (PT/RS) e Pompeu de Mattos (PDT/RS).",1.0,0
2424917-3,2024-04-10,Aprovado.,1.0,0
2424073-2,2024-04-10,Aprovado. O requerimento foi subscrito pelo Dep. Tarcísio Motta.,1.0,0
2424124-2,2024-04-10,Aprovado. O requerimento foi subscrito pelo Dep. Tarcísio Motta.,1.0,0
2425014-2,2024-04-10,Aprovado. O requerimento foi subscrito pelo Dep. Tarcísio Motta.,1.0,0
2425019-2,2024-04-10,Aprovado. O requerimento foi subscrito pelo Dep. Tarcísio Motta.,1.0,0
2314506-33,2024-04-10,Aprovado o Parecer.,1.0,2408972
2369136-33,2024-04-10,Aprovado o Parecer.,1.0,2423799
2401116-23,2024-04-10,Aprovado o Parecer.,1.0,2422787
2374031-21,2024-04-10,Aprovado o Parecer.,1.0,2422049
2361548-35,2024-04-10,Aprovado o Parecer.,1.0,2412296
2389728-24,2024-04-10,Aprovado o Parecer.,1.0,2410296
2398505-24,2024-04-10,Aprovado o Parecer.,1.0,2409139
2332950-30,2024-04-10,Aprovado o Parecer.,1.0,2416637
2360299-21,2024-04-10,Aprovado o Parecer.,1.0,2422381
2423268-40,2024-04-10,Aprovado o parecer da Comissão de Constituição e Justiça e de Cidadania à Comunicação de Medida Cautelar nº 1/2024. Sim: 277; não: 129; abstenção: 28; total: 434.,1.0,0
2424289-2,2024-04-10,Aprovado.,1.0,0
2421453-4,2024-04-10,"Aprovado requerimento n. 31/2024 da Sra. Erika Kokay que requer o aditamento do Requerimento nº 010/2024 CLP para inclusão dos (as) convidados (as) da audiência Pública, no âmbito desta Comissão, a fim de discutir o tema “A prevenção e posvenção do suicídio nos espaços educacionais”.",1.0,2424289
2424290-2,2024-04-10,Aprovado.,1.0,0
2424291-2,2024-04-10,Aprovado.,1.0,0
2424408-2,2024-04-10,Aprovado.,1.0,0
2424812-2,2024-04-10,Aprovado.,1.0,0
2424813-2,2024-04-10,Aprovado.,1.0,0
2424888-2,2024-04-10,Aprovado.,1.0,0
2424939-2,2024-04-10,Aprovado.,1.0,0
2424974-2,2024-04-10,Aprovado.,1.0,0
2425046-2,2024-04-10,Aprovado.,1.0,0
2425049-2,2024-04-10,Aprovado.,1.0,0
2425092-2,2024-04-10,Aprovado.,1.0,0
2374677-6,2024-04-10,Aprovado o Parecer.,1.0,2423337
2423488-2,2024-04-10,Aprovado.,1.0,0
2424980-2,2024-04-10,Aprovado.,1.0,0
2424981-2,2024-04-10,Aprovado.,1.0,0
2423469-2,2024-04-10,"Subscrito pelos deputados Erika Kokay, Franciane Bayer, Dr. Allan Garcês, Pastor Sargento Isidório, Andréia Siqueira e Filipe Martins. Aprovado.",1.0,0
2423882-2,2024-04-10,Subscrito pela deputada Erika Kokay. Aprovado.,1.0,0
2424080-3,2024-04-10,"Subscrito pelos deputados Dr. Allan Garcês, Franciane Bayer, Filipe Martins, Pastor Sargento Isidório, Andréia Siqueira, Rogéria Santos e Erika Kokay. Aprovado.",1.0,0
2350921-40,2024-04-10,Aprovado o Parecer.,1.0,2399921
2424237-2,2024-04-10,"Subscrito pelos deputados Pastor Sargento Isidório, Andréia Siqueira, Filipe Martins e Franciane Bayer. Aprovado.",1.0,0
2424885-2,2024-04-10,Subscrito pelo deputado Pastor Sargento Isidório. Aprovado.,1.0,0
2277348-51,2024-04-10,Aprovado o Parecer.,1.0,2411780
2081852-82,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2396059
2271848-26,2024-04-10,Aprovado o Parecer.,1.0,2423611
2241973-51,2024-04-10,Aprovado o Parecer em votação simbólica.,1.0,2395736
2281236-24,2024-04-10,Aprovado o Parecer.,1.0,2423351
2282540-24,2024-04-10,Aprovado o Parecer.,1.0,2423334
2282598-24,2024-04-10,Aprovado o Parecer.,1.0,2423378
2282608-22,2024-04-10,Aprovado o Parecer.,1.0,2422872
2283181-26,2024-04-10,Aprovado o Parecer.,1.0,2423325
2284065-24,2024-04-10,Aprovado o Parecer.,1.0,2423365
2284090-24,2024-04-10,Aprovado o Parecer.,1.0,2423605
2285518-24,2024-04-10,Aprovado o Parecer.,1.0,2423342
2287817-24,2024-04-10,Aprovado o Parecer.,1.0,2423612
2287862-24,2024-04-10,Aprovado o Parecer.,1.0,2423594
2290430-27,2024-04-10,Aprovado o Parecer.,1.0,2423591
2290438-24,2024-04-10,Aprovado o Parecer.,1.0,2423587
2290616-24,2024-04-10,Aprovado o Parecer.,1.0,2424393
2292064-24,2024-04-10,Aprovado o Parecer.,1.0,2423604
2292812-24,2024-04-10,Aprovado o Parecer.,1.0,2424053
2292830-26,2024-04-10,Aprovado o Parecer.,1.0,2424221
2292874-22,2024-04-10,Aprovado o Parecer.,1.0,2422330
2293064-24,2024-04-10,Aprovado o Parecer.,1.0,2424555
2293625-24,2024-04-10,Aprovado o Parecer.,1.0,2424372
2293628-24,2024-04-10,Aprovado o Parecer.,1.0,2424223
2295057-26,2024-04-10,Aprovado o Parecer.,1.0,2424557
2320079-24,2024-04-10,Aprovado o Parecer.,1.0,2424549
2320186-24,2024-04-10,Aprovado o Parecer.,1.0,2424381
2320190-24,2024-04-10,Aprovado o Parecer.,1.0,2423613
2320200-24,2024-04-10,Aprovado o Parecer.,1.0,2423360
2335217-26,2024-04-10,Aprovado o Parecer.,1.0,2424545
2341837-19,2024-04-10,Aprovado o Parecer.,1.0,2422318
2341857-19,2024-04-10,Aprovado o Parecer.,1.0,2422319
2345470-17,2024-04-10,Aprovado o Parecer.,1.0,2422323
2349979-17,2024-04-10,Aprovado o Parecer.,1.0,2422324
2349993-17,2024-04-10,Aprovado o Parecer.,1.0,2422326
2350031-21,2024-04-10,Aprovado o Parecer.,1.0,2424559
2350035-24,2024-04-10,Aprovado o Parecer.,1.0,2424562
2350036-21,2024-04-10,Aprovado o Parecer.,1.0,2424675
2350042-21,2024-04-10,Aprovado o Parecer.,1.0,2422873
2350045-21,2024-04-10,Aprovado o Parecer.,1.0,2422904
2350046-23,2024-04-10,Aprovado o Parecer.,1.0,2424224
2350049-21,2024-04-10,Aprovado o Parecer.,1.0,2422884
2350051-23,2024-04-10,Aprovado o Parecer.,1.0,2424225
2350052-21,2024-04-10,Aprovado o Parecer.,1.0,2422901
2350054-19,2024-04-10,Aprovado o Parecer.,1.0,2422306
2350253-19,2024-04-10,Aprovado o Parecer.,1.0,2422882
2350306-21,2024-04-10,Aprovado o Parecer.,1.0,2422880
2350335-22,2024-04-10,Aprovado o Parecer.,1.0,2424232
2350347-19,2024-04-10,Aprovado o Parecer.,1.0,2422900
2350352-19,2024-04-10,Aprovado o Parecer.,1.0,2422897
2350385-19,2024-04-10,Aprovado o Parecer.,1.0,2424443
2350673-21,2024-04-10,Aprovado o Parecer.,1.0,2422894
2350675-19,2024-04-10,Aprovado o Parecer.,1.0,2422889
2350707-19,2024-04-10,Aprovado o Parecer.,1.0,2422875
2374951-17,2024-04-10,Aprovado o Parecer.,1.0,2422906
2356228-24,2024-04-10,Aprovado o Parecer.,1.0,2423226
2196577-39,2024-04-10,Aprovado o Parecer.,1.0,2398356
2423103-3,2024-04-10,"Aprovado subscrito pelo Deputado Ricardo Silva, incluindo Ministério Público Federal e Defensoria Pública.",1.0,0
2421179-4,2024-04-10,"Aprovado substituindo  o representante do Siamfesp, Sr. Celso Davi, pelo Presidente Executivo do Sindicato Patronal da Habitação - Secovi, Sr. Ely Wertheim.",1.0,0
2159804-55,2024-04-10,Aprovado o Parecer.,1.0,2399561
2423265-3,2024-04-10,"Aprovado com inclusão da Sra. Renata Ramos, da UFSC e do Sr. Rodrigo Marinho, Ceo do Instituto Livre Mercado.",1.0,0
2424272-3,2024-04-10,Aprovado subscrito pelo Deputado Ricardo Silva,1.0,0
2184914-55,2024-04-10,Aprovado o Parecer.,1.0,2406349
2211969-46,2024-04-10,Aprovado o Parecer.,1.0,2424710
2181620-61,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2424595
2321572-37,2024-04-10,Rejeitado o Requerimento de Votação Nominal da Retirada de Pauta,1.0,2421877
2321572-39,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta,0.0,2421877
2210920-65,2024-04-10,Rejeitado o Requerimento de Votação Nominal.,0.0,2372925
2210920-67,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2372925
2419932-2,2024-04-10,"Aprovado na forma de convite, nos termos do Req. 21/2024.",1.0,0
2421452-2,2024-04-10,Aprovado. Subscrito pela Deputada Ana Pimentel.,1.0,0
2422580-2,2024-04-10,Aprovado.,1.0,0
2423636-2,2024-04-10,Aprovado. Subscrito pela Deputada Ana Pimentel.,1.0,0
2413478-8,2024-04-10,Aprovado requerimento n. 11/2024 da Sra. Rogéria Santos que requer a realização de Audiência Pública para debater o Dia Nacional da Policial Rodoviária Federal Feminina no âmbito desta Comissão de Defesa dos Direitos da Mulher.,1.0,2424238
2424345-2,2024-04-10,Aprovado.,1.0,0
2424701-2,2024-04-10,Aprovado.,1.0,0
2424734-2,2024-04-10,Aprovado.,1.0,0
2391486-23,2024-04-10,Aprovado o Parecer.,1.0,2424086
2369957-45,2024-04-10,Aprovado o Parecer com Complementação de Voto.,1.0,2424453
2366564-26,2024-04-10,"Rejeitado o Requerimento de Votação Nominal do Requerimento de retirada de pauta Resultado:  1 voto ""Sim"", 12 votos ""Não"". Quórum de votação: 13 votos.",0.0,2398980
2366564-27,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta em votação simbólica,0.0,2398980
2391711-33,2024-04-10,Rejeitado o Requerimento de Votação Nominal do Requerimento de retirada,0.0,2410269
2391711-34,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2410269
2349536-32,2024-04-10,Aprovado o Parecer.,1.0,2420469
2364112-26,2024-04-10,Rejeitado o Requerimento de Votação Nominal do Requerimento de retirada.,0.0,2395654
2364112-28,2024-04-10,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2395654
2366080-21,2024-04-10,Rejeitado os Requerimentos de Retirada de Pauta de autoria dos deputados Alencar Santana e Gilson Marques.,0.0,2421232
2401669-20,2024-04-10,Aprovado o Parecer.,1.0,2423242
2259126-46,2024-04-10,Aprovado o Parecer.,1.0,2424087
2322300-30,2024-04-10,Aprovado o Parecer.,1.0,2424085
2404381-19,2024-04-10,Aprovado o Parecer.,1.0,2424077
2158742-76,2024-04-10,Aprovado o Parecer.,1.0,2423998
2395775-20,2024-04-10,Aprovado o Parecer com Complementação de Voto.,1.0,2425749
2081852-86,2024-04-10,Aprovado o Parecer com Complementação de Voto.,1.0,2396059
2351222-46,2024-04-10,Aprovado o Parecer com Complementação de Voto.,1.0,2425793
2391928-24,2024-04-10,Aprovado o Parecer.,1.0,2409234
2423119-2,2024-04-10,Aprovado. Subscrito pelas Deputadas Juliana Cardoso e Ana Pimentel.,1.0,0
2423253-6,2024-04-10,Aprovado. Subscrito pela Deputada Laura Carneiro.,1.0,0
2423258-2,2024-04-10,Aprovado. Subscrito pelas Deputadas Laura Carneiro e Delegada Ione.,1.0,0
2423291-2,2024-04-10,"Aprovado. Subscrito pelas Deputadas Coronel Fernanda, Sílvia Waiãpi, Juliana Cardoso e Ana Pimentel.",1.0,0
2423637-2,2024-04-10,"Aprovado. Subscrito pelas Deputadas Delegada Ione, Coronel Fernanda, Silvye Alves e Gisela Simona.",1.0,0
2424238-2,2024-04-10,Aprovado. Subscrito pelas Deputadas Laura Carneiro e Ana Pimentel.,1.0,0
2424405-2,2024-04-10,Aprovado. Subscrito pela Deputada Juliana Cardoso.,1.0,0
2424694-2,2024-04-10,"Aprovado com alteração: inclusão de representante do Ministério Público do Trabalho como convidado.
Subscrito pelas Deputadas Delegada Ione, Silvye Alves e Juliana Cardoso.",1.0,0
2424733-2,2024-04-10,Aprovado. Subscrito pela Deputada Laura Carneiro.,1.0,0
2424740-2,2024-04-10,Aprovado. Subscrito pela Deputada Laura Carneiro.,1.0,0
2424743-2,2024-04-10,Aprovado. Subscrito pela Deputada Laura Carneiro.,1.0,0
2401138-8,2024-04-15,"Realizar o encaminhamento da MPV-1192/2023 à MPV119223 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2401138-9,2024-04-15,"Realizar o encaminhamento da MPV-1192/2023 à MPV119223 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2401138-10,2024-04-15,"Realizar o encaminhamento da MPV-1192/2023 à MPV119223 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2401138-11,2024-04-15,"Realizar o encaminhamento da MPV-1192/2023 à MPV119223 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2401138-12,2024-04-15,"Realizar o encaminhamento da MPV-1192/2023 à MPV119223 (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2343480-65,2024-04-16,Aprovado o Parecer.,1.0,2425105
2416790-7,2024-04-16,Aprovado o parecer na Comissão Mista,1.0,0
2284472-34,2024-04-16,"Aprovado o requerimento nº 4167/2023,do Sr. Zeca Dirceu, que solicita urgência (art. 155) para o PL 4364/2020.",1.0,2371094
2401881-9,2024-04-16,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; não: 111; abstenção: 1; total: 405.,1.0,0
2349493-28,2024-04-16,"Aprovado o requerimento nº 3843/2023,do Sr. Zucco, que solicita urgência (art. 155) para o PL 895/2023.",1.0,0
2349523-16,2024-04-16,"Aprovado o requerimento nº 3843/2023,do Sr. Zucco, que solicita urgência (art. 155) para o PL 895/2023.",1.0,0
2356606-17,2024-04-16,"Aprovado o requerimento nº 3843/2023,do Sr. Zucco, que solicita urgência (art. 155) para o PL 895/2023.",1.0,0
2371877-18,2024-04-16,"Aprovado o requerimento nº 3843/2023,do Sr. Zucco, que solicita urgência (art. 155) para o PL 895/2023.",1.0,0
2349493-29,2024-04-16,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 895/2023, por ter sido aprovado o REQ 3843/2023 que está apensado ao primeiro.",1.0,0
2408682-8,2024-04-16,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 408; não: 1;  total: 409.,1.0,0
2408948-7,2024-04-16,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 366; total: 366.,1.0,0
2319414-17,2024-04-16,"Aprovado o requerimento nº 4167/2023,do Sr. Zeca Dirceu, que solicita urgência (art. 155) para o PL 4364/2020.",1.0,0
2326582-61,2024-04-16,"Aprovado o Substitutivo ao Projeto de Lei nº 1.548, de 2022, adotado pelo relator da Comissão de Finanças e Tributação. Sim: 383; não: 19; total: 402.",1.0,2427375
2326582-64,2024-04-16,"Aprovada a Redação Final assinada pelo Relator, Dep. Sergio Souza (MDB-PR).",1.0,2427375
2327814-80,2024-04-16,"Aprovado o Substitutivo ao Projeto de Lei nº 1.640, de 2022, adotado pela relatora da Comissão de Constituição e Justiça e de Cidadania.",1.0,2427391
2327814-82,2024-04-16,Aprovada a Redação Final assinada pela relatora Any Ortiz (CIDADANIA-RS).,1.0,2427391
2421833-2,2024-04-16,Aprovado.,1.0,0
2424222-2,2024-04-16,Aprovado.,1.0,0
2358288-25,2024-04-16,"Aprovado o requerimento nº 9/2024,do Sr. Helder Salomão que requer a realização de audiência pública para instruir o PL nº 2141/2023.",1.0,2424222
2424797-2,2024-04-16,Aprovado.,1.0,0
2426702-2,2024-04-16,Aprovado.,1.0,0
2426718-2,2024-04-16,Aprovado com subscrição do Deputado Josenildo.,1.0,0
2424838-2,2024-04-16,Aprovado.,1.0,0
2402930-21,2024-04-16,Aprovado o Parecer.,1.0,2425067
2263666-61,2024-04-16,Aprovado o Parecer.,1.0,2424535
2387450-30,2024-04-16,Aprovado o Parecer.,1.0,2425215
2365125-22,2024-04-16,Aprovado o Parecer.,1.0,2425656
2411748-18,2024-04-16,Aprovado o Parecer.,1.0,2425898
2362096-45,2024-04-16,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  22 votos ""Sim"", 36 votos ""Não"", 1 Abstenção. Quórum de votação: 59 votos e 1 Obstrução.",0.0,2425186
1301141-69,2024-04-16,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  3 votos ""Sim"", 38 votos ""Não"". Quórum de votação: 41 votos e 5 Obstruções.",0.0,2426519
2147513-92,2024-04-16,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  13 votos ""Sim"", 36 votos ""Não"". Quórum de votação: 49 votos e 5 Obstruções.",0.0,2427006
2424374-2,2024-04-16,"Aprovado. Subscreveu o Deputado Márcio Jerry. Inclusão, pela Deputada Rosangela Moro, do Ministério Público do Trabalho como convidado.",1.0,0
2424670-2,2024-04-16,Aprovado. Subscreveram a deputada Rosangela Moro e o deputado Zé Haroldo Cathedral.,1.0,0
1301443-80,2024-04-16,Aprovado o Parecer.,1.0,2421274
2320917-41,2024-04-16,Aprovado o Parecer.,1.0,2425617
2391560-29,2024-04-16,Aprovado o Parecer.,1.0,2409639
2261031-54,2024-04-16,Aprovado o Parecer.,1.0,2426567
2425118-2,2024-04-16,Aprovado com a solicitação de inclusão de um Representante da Federação Nacional dos Enfermeiros (FNE) pelo deputado Reimont.,1.0,0
2426720-2,2024-04-16,Aprovado.,1.0,0
2426463-3,2024-04-16,"Aprovado com a solicitação de inclusão do Presidente da Câmara Brasileira da Indústria da Construção, Senhor Renato de Souza Correia, pelo deputado Ronaldo Nogueira, e de Representantes da Confederação Nacional de Municípios (CNM), do Consórcio do Nordeste e do Sindicato Nacional da Indústria da Construção Pesada-Infraestrutura pelo deputado Reimont.",1.0,0
2323657-54,2024-04-16,Aprovado o Parecer.,1.0,0
2400928-23,2024-04-17,Aprovado o Parecer com Complementação de Voto.,1.0,2427742
2424943-3,2024-04-17,"Aprovado o requerimento nº 70/2024,da Sra. Silvia Cristina que em aditamento ao REQ 67/2024–CSAUDE, requer a inclusão de convidados na audiência pública que irá debater o PL 2583/2020.",1.0,2425217
2426786-2,2024-04-17,Aprovado.,1.0,0
2423458-3,2024-04-17,"Aprovado o requerimento nº 80/2024,da Sra. Maria Rosas que aditamento do Requerimento nº 55/2024 (CSaúde) que requer a realização de Audiência Pública para debater a instituição da Semana Nacional de Atenção à Saúde Domiciliar.",1.0,2426821
2421621-6,2024-04-17,"Aprovado. Subscrito pelos Deputados Geraldo Resende, Delegado Paulo Bilynskyj, Jorge Solla e Ruy Carneiro.",1.0,2422716
2422522-2,2024-04-17,Aprovado. Subscrito pelos Deputados Geraldo Resende e Messias Donato.,1.0,0
2422532-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Jorge Solla, Ruy Carneiro e Delegado Paulo Bilynskyj.",1.0,0
2422717-2,2024-04-17,Aprovado. Subscrito pelos Deputados Dorinaldo Malafaia e Geraldo Resende.,1.0,0
2423078-2,2024-04-17,Aprovado. Subscrito pelo Deputado Geraldo Resende.,1.0,0
2423164-2,2024-04-17,Aprovado. Subscrito pelos Deputados Jorge Solla e Delegado Paulo Bilynskyj.,1.0,0
2423165-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Messias Donato, Jorge Solla, Delegado Paulo Bilynskyj e Geraldo Resende.",1.0,0
2423389-2,2024-04-17,Aprovado. Subscrito pelos Deputados Geraldo Resende e Delegado Paulo Bilynskyj.,1.0,0
2423414-2,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,0
2423458-4,2024-04-17,Aprovado. Subscrito pelo Deputado Dorinaldo Malafaia.,1.0,2426821
2424075-2,2024-04-17,Aprovado.,1.0,0
2424206-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Ruy Carneiro, Delegado Paulo Bilynskyj, Geraldo Resende, Jorge Solla e Messias Donato.",1.0,0
2424207-2,2024-04-17,Aprovado. Subscrito pelo Deputado Paulo Bilynskyj.,1.0,0
2424218-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Dorinaldo Malafaia, Amom Mandel, Messias Donato e Delegado Paulo Bilynskyj.",1.0,0
2424226-2,2024-04-17,Aprovado. Subscrito pelos Deputados Jorge Solla e Ruy Carneiro.,1.0,0
2424610-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Geraldo Resende, Ruy Carneiro, Jorge Solla e Dorinaldo Malafaia.",1.0,0
2424826-2,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,0
2424827-2,2024-04-17,Aprovado. Subscrito pelos Deputados Jorge Solla e Ruy Carneiro.,1.0,0
2424943-4,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,2425217
2425121-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Dorinaldo Malafaia, Ruy Carneiro e Geraldo Resende.",1.0,0
2425261-2,2024-04-17,Aprovado.,1.0,0
2425882-2,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,0
2426485-2,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,0
2426668-2,2024-04-17,Aprovado. Subscrito pelos Deputados Geraldo Resende e Jorge Solla.,1.0,0
2426784-2,2024-04-17,Aprovado. Subscrito pelo Deputado Jorge Solla.,1.0,0
2426831-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Alberto Mourão, Delegado Paulo Bilynskyj, Jorge Solla e Ruy Carneiro. Aprovada a inclusão de representante da Federação Brasileira de Instituições Filantrópicas de Apoio à Saúde da Mama (FEMAMA), apresentada pelo Deputado Dr. Frederico.",1.0,0
2426856-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Nitinho, Dorinaldo Malafaia, Ruy Carneiro, Delegado Paulo Bilynskyj e Geraldo Resende.",1.0,0
2424944-2,2024-04-17,"Aprovado. Subscrito pelos Deputados Ruy Carneiro, Jorge Solla, Messias Donato e Amom Mandel.",1.0,0
2422060-2,2024-04-17,Aprovado. Subscrito pelo Deputado Messias Donato.,1.0,0
2422716-2,2024-04-17,Aprovado. Subscrito pelo Deputado Messias Donato.,1.0,0
2422723-2,2024-04-17,Aprovado.,1.0,0
2423266-2,2024-04-17,Aprovado. Subscrito pelo Deputado Alberto Mourão.,1.0,0
2423269-2,2024-04-17,Aprovado. Subscrito pelo Deputado Alberto Mourão.,1.0,0
2425217-2,2024-04-17,Aprovado.,1.0,0
2421999-2,2024-04-17,Aprovado.,1.0,0
2425240-2,2024-04-17,Aprovado. Subscrito pelo Deputado Delegado Paulo Bilynskyj.,1.0,0
2426462-2,2024-04-17,Aprovado. Subscrito pelos Deputados Delegado Paulo Bilynskyj e Geraldo Resende.,1.0,0
2426859-3,2024-04-17,Aprovado. Subscrito pelos Deputados Geraldo Resende e Amom Mandel.,1.0,0
2426821-2,2024-04-17,Aprovado.,1.0,0
