id,titulo,dataCriacao,idLegislatura
53587,"Frente Parlamentar Mista em Defesa das Energias Renováveis, Eficiência Energética e Portabilidade da Conta de Luz",2015-06-18,55
55636,Frente Parlamentar Mista para a Defesa e Valorização das Polícias Institucionais,2024-05-27,57
53588,Frente Parlamentar Mista em Defesa da Pós-Graduação e da Ciência e Tecnologia,2015-06-23,55
55637,Frente Parlamentar da Influência Digital (FRENID),2025-03-31,57
53589,Frente Parlamentar Mista da Causa QESA,2015-06-23,55
55638,Frente Parlamentar Mista da Causa QESA,2024-11-11,57
55639,Frente Parlamentar em Defesa da Liberdade de Expressão - FPDLE,2024-06-12,57
53591,Frente Parlamentar da Indústria de Máquinas e Equipamentos - FPMAQ,2015-06-23,55
55640,Frente Parlamentar Mista do Cooperativismo de Seguros e do Mutualismo de Proteção Patrimonial - FREPAM,2024-06-21,57
53592,Frente Parlamentar Mista em Defesa dos Correios,2015-06-24,55
55641,Frente Parlamentar Conservadora em Defesa da Liberdade,2024-11-28,57
53593,Frente Parlamentar pelo Desenvolvimento da Agroecologia e Produção Orgânica,2015-06-22,55
53594,Frente Parlamentar de Preservação da Memória e do Patrimônio Ferroviário,2015-06-24,55
346,Frente Parlamentar pela criação do Ministério da Segurança Pública,2011-02-14,54
53595,Frente Parlamentar Mista de Apoio e Incentivo à PEC 300/2008,2015-06-29,55
347,Frente Parlamentar Ambientalista,2011-02-25,54
53596,Frente Parlamentar Franco Montoro em Defesa do Parlamentarismo,2015-06-29,55
348,Frente Parlamentar em Defesa dos Direitos da Criança e do Adolescente,2011-02-23,54
55645,Frente Parlamentar em Defesa das Trabalhadoras e dos Trabalhadores da Economia Informal,2025-09-10,57
53597,Frente Parlamentar de Atenção Integral à Saúde do Homem,2015-06-29,55
53598,Frente Parlamentar em Defesa da Política Nacional de Resíduos Sólidos,2015-06-29,55
350,Frente Parlamentar Mista de Combate ao Crack,2011-03-11,54
55647,"Frente Parlamentar Brasil-América Latina, Caribe e África.",2024-09-30,57
53599,Frente Parlamentar Mista de Apoio à Concretização da Revisão Territorial dos Municípios,2015-07-07,55
351,Frente Parlamentar da Segurança Pública,2011-03-02,54
53600,Frente Parlamentar Mista de Combate às Hepatites Virais,2015-07-07,55
352,Frente Parlamentar Mista da Pesca e Aquicultura,2011-03-17,54
55649,Frente Parlamentar Mista pela Valorização do Serviço Social,2025-05-06,57
53601,Frente Parlamentar Mista da Indústria - FPMI,2015-07-07,55
353,"Frente Parlamentar de Apoio às Santas Casas, Hospitais e Entidades Filantrópicas.",2011-03-11,54
55650,Frente Parlamentar em Defesa das Bacias Hidrográficas Brasileiras,2024-08-14,57
53602,Frente Parlamentar Mista em Defesa da Implantação das Ferrovias EF 354 e EF 118,2015-07-07,55
354,Frente Parlamentar da Agricultura Familiar,2011-03-17,54
55651,Frente Parlamentar ESG na prática do Congresso Nacional (FPESG),2024-08-14,57
53603,Frente Parlamentar de Incentivo à Captação e Doação de Órgãos,2015-07-06,55
355,Frente Parlamentar da Cadeia Produtiva do Leite - FPCL,2011-03-17,54
55652,Frente Parlamentar Mista em Defesa das Organizações da Sociedade Civil,2024-11-11,57
356,Frente Parlamentar da Agropecuária - FPA,2011-03-17,54
55653,Frente Parlamentar Mista dos Correspondentes Bancários,2025-04-23,57
53605,Frente Parlamentar em Defesa da Saúde e Segurança no Trabalho,2015-07-06,55
357,Frente Parlamentar em Defesa da Capoeira,2011-03-22,54
53606,Frente Parlamentar de Segurança Alimentar e Nutricional - FPSAN,2015-07-08,55
358,Frente Parlamentar Brasil com Seguro,2011-03-25,54
55655,Frente Parlamentar Brasil - ASEAN,2025-02-19,57
53607,Frente Parlamentar Mista para a Desoneração dos Medicamentos,2015-07-13,55
359,Frente Parlamentar Mista dos Municípios e de Apoio aos Prefeitos e Vice-Prefeitos do Brasil,2011-03-17,54
55656,Frente Parlamentar em Defesa da Enfermagem,2025-02-14,57
53608,Frente Parlamentar do Rodeio,2015-07-15,55
360,Frente Parlamentar Mista da Micro e Pequena Empresa,2011-03-22,54
53609,Frente Parlamentar Mista dos Consórcios Públicos,2015-08-13,55
361,Frente Parlamentar em Apoio ao Idoso,2011-03-22,54
53610,Frente Parlamentar Mista pela Valorização das Universidades Federais,2015-07-14,55
362,Frente Parlamentar do Transporte Público - FPTP,2011-03-22,54
53611,"Frente Parlamentar pela Defesa, Apoio e Fortalecimento da Bicicleta como meio de transporte e atividade esportiva",2015-08-03,55
55660,Frente Parlamentar de Combate à Ludopatia e de Proteção de Crianças e Adolescentes contra os Riscos das Apostas e Jogos de Azar.,2024-12-12,57
53612,Frente Parlamentar Mista em Defesa do Sistema Nacional de Auditoria do SUS - SNA,2015-08-03,55
53613,Frente Parlamentar em Defesa da Cruz Vermelha,2015-07-20,55
55662,Frente Parlamentar Mista em Defesa da Pessoa com Epilepsia,2025-09-02,57
53614,Frente Parlamentar em Defesa do Futebol Feminino,2015-08-05,55
53615,Frente Parlamentar Mista em Defesa da Indústria Brasileira de Bebidas,2015-08-13,55
53616,Frente Parlamentar Mista em Defesa do Setor de Transporte Rodoviário de Cargas,2015-08-13,55
53617,Frente Parlamentar Mista em Defesa dos setores Coureiro-Calçadista e Moveleiro,2015-08-21,55
369,Frente Parlamentar em Defesa dos Agentes Comunitários de Saúde e dos Agentes de Combate às Endemias,2011-03-22,54
53618,Frente Parlamentar Mista em Defesa dos Canais de Rádios e TVs Comunitárias,2015-08-20,55
370,Frente Parlamentar da Habitação e Desenvolvimento Urbano do Congresso Nacional,2011-03-25,54
55667,Frente Parlamentar de Representação dos Importadores e Comércio Internacional,2025-04-22,57
53619,Frente Parlamentar em Defesa da Assistência Social,2015-08-20,55
371,Frente Parlamentar Mista de Promoção e Defesa dos Direitos da Pessoa Idosa,2011-03-30,54
53620,Frente Parlamentar Mista Brasil-Peru-China Pró Ferrovia Bioceânica,2015-08-27,55
372,Frente Parlamentar em Defesa da Bolsa de Amparo ao Estudante Carente,2011-03-30,54
55669,Frente Parlamentar Mista do Jogo Responsável,2025-02-19,57
53621,Frente Parlamentar Mista de Apoio aos Agentes Comunitários de Saúde e Agentes de Combate às Endemias,2015-09-01,55
373,Frente Parlamentar em Defesa do Trânsito Seguro,2011-03-30,54
55670,Frente Parlamentar Mista pela Democratização do Crédito e Serviços Financeiros,2025-04-23,57
53622,Frente Parlamentar em Defesa da Capoeira,2015-08-27,55
55671,Frente Parlamentar em defesa do Estado Laico e da Liberdade Religiosa,2025-08-12,57
53623,Frente Parlamentar Mista em Defesa dos Municípios Sedes de Usinas Hidroelétricas e Alagados,2015-09-01,55
375,Frente Parlamentar da Fruticultura,2011-04-08,54
55672,Frente Parlamentar da Baixada Fluminense do Rio de Janeiro,2025-08-12,57
53624,Frente Parlamentar Mista em Defesa dos Trabalhadores no Comércio e Serviços,2015-09-09,55
376,Frente Parlamentar Mista em Defesa da Cultura,2011-04-08,54
53625,Frente Parlamentar Mista do Setor Gráfico e Mídia Impressa,2015-09-08,55
377,Frente Parlamentar da Fruticultura Brasileira,2011-04-08,54
53626,Frente Parlamentar Mista em Defesa do Cerrado,2015-09-08,55
378,Frente Parlamentar Mista pela Igualdade Racial e em Defesa dos Quilombolas,2011-04-08,54
53627,Frente Parlamentar de Prevenção de Incêndios,2015-09-09,55
379,Frente Parlamentar do Congresso Nacional em Defesa dos Direitos das Pessoas com Deficiência,2011-04-08,54
53628,Frente Parlamentar em Defesa da Previdência Social Rural,2015-10-05,55
380,Frente Parlamentar pela Reforma Política com Participação Popular,2011-04-19,54
53629,Frente Parlamentar Mista Brasil-Cabo Verde,2015-09-15,55
381,Frente Parlamentar Mista em Defesa da Infraestrutura Nacional,2011-04-19,54
382,Frente Parlamentar Mista de Combate à Corrupção,2011-04-20,54
53631,Frente Parlamentar Mista em Defesa da Qualidade da Educação Brasileira,2015-09-17,55
53632,Frente Parlamentar Mista dos Aeronautas - FPAer,2015-09-30,55
384,Frente Parlamentar Mista em Defesa da Vida - Contra o Aborto,2011-04-20,54
55681,Frente Parlamentar em Defesa do Futebol Feminino,2025-07-08,57
385,"Frente Parlamentar Mista em Defesa das Comunidades Terapêuticas, Acolhedoras e APAC's",2011-04-20,54
53634,Frente Parlamentar em Apoio à Superintendência de Desenvolvimento da Amazônia,2015-09-22,55
386,Frente Parlamentar em Defesa da Advocacia,2011-04-25,54
53635,Frente Parlamentar Mista pela Criação da Indústria de Petróleo e Gás no Brasil,2015-09-23,55
387,Frente Parlamentar em Defesa do Desenvolvimento Econômico e Valorização do Trabalho,2011-05-09,54
53636,Frente Parlamentar Mista em Defesa das Organizações da Sociedade Civil - OSCs,2015-09-23,55
388,Frente Parlamentar de Apoio ao Ensino Técnico e Profissionalizante,2011-04-25,54
53637,"Frente Parlamentar pelo Controle de Armas, pela Vida e Paz",2015-09-22,55
389,Frente Parlamentar das Ferrovias,2011-05-09,54
55686,Frente Parlamentar Mista em Defesa da União Nacional dos Legisladores e Legislativos Estaduais,2025-09-12,57
53638,Frente Parlamentar em favor da Duplicação das Rodovias BR 343/PI e BR 316/PI,2015-09-22,55
55687,Frente Parlamentar Mista pelo Fortalecimento das Entidades Fechadas de Previdência Complementar (EFPC),2025-08-13,57
53639,Frente Parlamentar da Radiodifusão,2015-09-28,55
391,Frente Parlamentar de Logística de Transportes e Armazenagem,2011-05-09,54
53640,Frente Parlamentar em Defesa da Polícia Judiciária (Civil),2015-09-28,55
392,Frente Parlamentar em Defesa do Estudante Universitário,2011-04-26,54
53641,Frente Parlamentar Mista em Defesa da Distribuição de Veículos Automotores e da Mobilidade,2015-10-07,55
393,Frente Parlamentar Mista em Defesa da Cafeicultura,2011-05-11,54
53642,Frente Parlamentar pela Luta contra a Tuberculose,2015-10-08,55
394,Frente Parlamentar da Família e Apoio à Vida,2011-05-11,54
53643,Frente Parlamentar em Apoio a Cadeia Produtiva do Leite e seus Derivados,2015-10-07,55
53644,Frente Parlamentar Mista em Defesa da Economia Solidária e da Economia Criativa -FESEC,2015-10-13,55
396,Frente Parlamentar em Defesa do Piso dos Professores,2011-05-11,54
53645,Frente Parlamentar Mista de Manutenção das Unidades de Saúde,2015-10-13,55
397,Frente Parlamentar Mista de Combate ao Bullying e Outras Formas de Violência,2011-05-11,54
53646,Frente Parlamentar Mista dos Municípios Produtores de Água,2015-10-13,55
398,Frente Parlamentar de Acompanhamento da Construção da Ferrovia Oeste-Leste e Porto Sul,2011-05-11,54
55695,Frente Parlamentar pela Duplicação da BR-290,2025-10-07,57
53647,Frente Parlamentar em Defesa da Polícia Rodoviária Federal,2015-10-20,55
399,Frente Parlamentar do Café,2011-04-28,54
53648,Frente Parlamentar Mista em Defesa da Bolsa de Estudo,2015-10-19,55
400,Frente Parlamentar em Defesa da Polícia Federal,2011-04-28,54
55697,Frente Parlamentar Mista em Defesa dos Vereadores e das Câmaras Municipais,2025-09-30,57
53649,Frente Parlamentar Mista Brasil Central,2015-10-20,55
401,Frente Parlamentar da Defesa Nacional,2011-04-29,54
53650,Frente Parlamentar pela Liberdade de Expressão e o Direito a Comunicação com Participação Popular - FrenteCom,2015-10-21,55
402,Frente Parlamentar em Defesa dos Profissionais da Saúde,2011-04-29,54
53651,Frente Parlamentar em Defesa da Indústria e Comércio de Moto Peças,2015-11-12,55
403,Frente Parlamentar em Defesa dos Setores Coureiro-Calçadista e Moveleiro.,2011-05-23,54
55700,Frente Parlamentar Mista pela Integração Sul-Americana,2025-10-23,57
53652,Frente Parlamentar Mista de Infraestrutura Viária e Mobilidade Urbana,2015-10-27,55
53653,"Frente Parlamentar em Defesa da Utilização, por órgãos governamentais, da tecnologia de modelagem de informação da construção - BIM",2015-10-26,55
405,Frente Parlamentar em Defesa do Fortalecimento do Legislativo,2011-05-23,54
55702,Frente Parlamentar de Combate à Violência em Ambiente Digital contra Crianças e Adolescentes,2025-10-21,57
53654,Frente Parlamentar Mista em Apoio ao Carvão Mineral,2015-10-28,55
406,"Frente Parlamentar de Ciência, Tecnologia, Pesquisa e Inovação",2011-05-23,54
53655,Frente Parlamentar Mista para Investimentos Federais na Educação,2015-10-29,55
407,Frente Parlamentar Mista em Defesa da Economia Solidária no Brasil - FPES,2011-05-23,54
53656,"Frente Parlamentar de Defesa e Valorização da Produção Nacional de Uvas, Vinhos, Espumantes e seus Derivados",2015-11-04,55
53657,Frente Parlamentar Mista em Defesa da Advocacia-Geral da União,2015-11-04,55
53658,Frente Parlamentar Evangélica do Congresso Nacional,2015-11-09,55
410,Frente Parlamentar da Primeira Infância,2011-05-23,54
53659,"Frente Parlamentar Mista em Defesa dos Serviços Sociais Autônomos (Sistema ""S"")",2015-11-11,55
411,Frente Parlamentar Mista em Defesa da Juventude,2011-05-23,54
53660,Frente Parlamentar dos Transportadores de Turismo e Fretamento,2015-11-12,55
412,Frente Parlamentar Mista em Defesa do Setor de Serviços,2011-05-30,54
53661,Frente Parlamentar Mista de Promoção e Defesa dos Direitos da Criança e do Adolescente,2015-11-12,55
413,Frente Parlamentar Mista de Direitos Humanos da Criança e do Adolescente,2011-05-30,54
53662,Frente Parlamentar em Defesa da Redução do Preço da Energia Elétrica no Brasil,2015-11-09,55
414,Frente Parlamentar Mista em Defesa da Energia Alternativa,2011-05-30,54
53663,Frente Parlamentar em Apoio à Adoção no Brasil do Ciclo Completo de Polícia,2015-11-11,55
415,Frente Parlamentar Mista para o Fortalecimento da Gestão Pública,2011-06-02,54
53664,Frente Parlamentar Mista para Ampliação dos Cursos de Medicina,2015-11-16,55
416,Frente Parlamentar Mista de Apoio aos Agentes Comunitários de Saúde e Agentes de Combate às Endemias,2011-06-02,54
53665,Frente Parlamentar da Apicultura e Meliponicultura,2015-11-20,55
417,Frente Parlamentar da Educação,2011-06-02,54
53666,Frente Parlamentar em Defesa da Convalidação dos Incentivos Fiscais - FPDIF,2015-11-25,55
418,Frente Parlamentar em Defesa dos Países Africanos,2011-08-25,54
53667,Frente Parlamentar em prol da recuperação da BR-319,2015-11-25,55
419,"Frente Parlamentar pela Defesa, Apoio e Fortalecimento das Defensorias Públicas, Federais e Estaduais.",2011-06-09,54
53668,"Frente Parlamentar em Defesa do Sistema ""S""",2015-12-03,55
420,Frente Parlamentar pela Liberdade de Expressão e o Direito à Comunicação com Participação Popular,2011-06-14,54
53669,Frente Parlamentar Mista de Segurança Pública em Defesa dos Municípios,2015-12-07,55
421,Frente Parlamentar Mista em Defesa dos Professores,2011-07-05,54
53670,Frente Parlamentar da Indústria Pública de Medicamentos,2015-12-09,55
422,Frente Parlamentar em Defesa da Conclusão das Obras da BR-101/Sul,2011-07-05,54
53671,Frente Parlamentar em Defesa dos Motociclistas,2015-12-16,55
423,Frente Parlamentar Mista Intersetorial em Defesa das Políticas de Adoção e da Convivência Familiar e Comunitária,2011-07-05,54
424,Frente Parlamentar de Combate aos Crimes na Internet,2011-06-29,54
53673,Frente Parlamentar Mista do Audiovisual,2015-12-10,55
425,Frente Parlamentar em Defesa dos Trabalhadores em Transportes Terrestres,2011-07-05,54
53674,Frente Parlamentar pela Valorização do Setor Sucroenergético,2015-12-16,55
426,"Frente Parlamentar Mista de Combate à Pirataria, à Sonegação Fiscal e Proteção à Propriedade Intelectual.",2011-07-05,54
53675,Frente Parlamentar da Dengue e Incorporação Tecnológica no enfrentamento das arboviroses,2015-12-16,55
427,Frente Parlamentar Mista em Defesa das Apaes,2011-07-05,54
53676,Frente Parlamentar para o Fortalecimento do Poder Judiciário,2015-12-16,55
428,Frente Parlamentar Municipalista,2011-07-06,54
53677,Frente Parlamentar de Revitalização dos Rios do Brasil,2015-12-17,55
429,Frente Parlamentar em Defesa da Indústria Aeronáutica Brasileira,2011-07-06,54
53678,Frente Parlamentar Mista em Defesa dos Bombeiros Voluntários,2015-12-22,55
430,Frente Parlamentar Contra Taxa dos Terrenos de Marinha,2011-07-07,54
53679,Frente Parlamentar Mistas das Ferrovias,2015-12-22,55
431,Frente Parlamentar em Defesa das Centrais de Abastecimento Interno,2011-07-07,54
53680,"Frente Parlamentar Mista em Defesa dos Autores, do Livro, das Editoras e da Indústria Gráfica do Nordeste",2016-02-02,55
432,Frente Parlamentar Mista em Defesa dos Estados do Nordeste,2011-07-15,54
53681,Frente Parlamentar pela Administração,2015-12-23,55
433,Frente Parlamentar Mista da Atividade Física para o Desenvolvimento Humano,2011-07-15,54
434,Frente Parlamentar Mista em Defesa do Segmento de Hortifrutiflorigranjeiros,2011-07-22,54
53683,Frente Parlamentar de Doenças Raras,2015-12-23,55
435,Frente Parlamentar em Defesa dos Servidores Administrativos do Serviço Público,2011-07-15,54
53684,Frente Parlamentar Mista em Defesa dos Direitos Humanos das Mulheres,2016-02-02,55
436,Frente Parlamentar da Mineração Brasileira,2011-07-15,54
53685,Frente Parlamentar Mista para o Aperfeiçoamento da Justiça Brasileira,2016-02-19,55
437,Frente Parlamentar em Defesa do Audiovisual,2011-07-22,54
53686,Frente Parlamentar em Defesa do Setor Elétrico Brasileiro,2016-02-11,55
438,Frente Parlamentar Mista pela Educação do Campo,2011-07-22,54
53687,"Frente Parlamentar em Defesa do Serviço Público, Qualidade da Democracia e Respeito à Cidadania",2016-02-11,55
439,Frente Parlamentar da Assistência Técnica e Extensão Rural,2011-08-10,54
53688,Frente Parlamentar pelo Fortalecimento das Relações entre o Brasil e a República da Polônia,2016-02-22,55
440,Frente Parlamentar do Congresso Nacional em Defesa dos Direitos Animais,2011-08-02,54
53689,Frente Parlamentar em Defesa do Diagnóstico Laboratorial,2016-02-22,55
441,Frente Parlamentar da Segurança Alimentar e Nutricional.,2011-08-19,54
53690,Frente Parlamentar da Mineração,2016-02-26,55
442,Frente Parlamentar Mista José Alencar para o Desenvolvimento da Indústria Têxtil e da Confecção do Brasil,2011-09-02,54
53691,Frente Parlamentar da Avicultura,2016-02-26,55
443,Frente Parlamentar Mista de Regularização Fundiária Urbana,2011-09-20,54
53692,Frente Parlamentar Mista em Defesa dos Servidores do Poder Judiciário da União e do Ministério Público da União - FREJUSMPU,2016-03-15,55
444,Frente Parlamentar de Apoio aos Povos Indígenas.,2011-08-25,54
53693,Frente Parlamentar Mista pelo Fortalecimento das Câmaras Municipais e Vereadores,2016-03-15,55
445,"Frente Parlamentar em Defesa dos Consumidores de Energia Elétrica, Combustíveis e Telefonia",2011-08-25,54
53694,Frente Parlamentar em Defesa da Bacia Hidrográfica do Rio Doce,2016-03-08,55
446,Frente Parlamentar em Defesa da Duplicação da BR 135-MA,2011-08-25,54
53695,Frente Parlamentar em Defesa do Fisco,2016-03-15,55
447,"Frente Parlamentar em Defesa da Cadeia do Aço, Ferro Gusa, Ferro Ligas, Silício Metálico, seus insumos e derivados.",2011-09-09,54
53696,Frente Parlamentar em Defesa das Guardas Municipais,2016-03-14,55
448,Frente Parlamentar Mista de Apoio à Autonomia das Assembleias Legislativas para criarem novos Municípios.,2011-09-08,54
53697,Frente Parlamentar Mista em Defesa da União Nacional dos Legisladores e Legislativos Estaduais - UNALE,2016-03-15,55
449,Frente Parlamentar Mista em Defesa do Serviço Público Municipal.,2011-09-19,54
53698,Frente Parlamentar e Cidadã de Resistência Popular,2016-03-15,55
450,Frente Parlamentar de Defesa da Reforma Tributária,2011-09-09,54
53699,Frente Parlamentar Mista em Defesa dos Despachantes e Documentalistas do Brasil,2016-04-14,55
451,Frente Parlamentar em Defesa das Vítimas da Violência,2011-09-09,54
53700,Frente Parlamentar pela Aprovação das Dez Medidas contra a Corrupção Propostas pelo MPF,2016-04-06,55
452,Frente Parlamentar de Apoio à PEC 300/08.,2011-09-12,54
53701,Frente Parlamentar em Defesa da Reforma Psiquiátrica e da Luta Antimanicomial,2016-04-25,55
453,Frente Parlamentar de Estudos para o Desenvolvimento Sustentável da Bacia do Rio Doce.,2011-09-15,54
454,Frente Parlamentar da Silvicultura,2011-09-22,54
53703,Frente Parlamentar Mista pela Internet Livre e Sem Limites,2016-04-18,55
455,Frente Parlamentar Mista em Defesa da Saúde da Mulher,2011-09-26,54
53704,Frente Parlamentar Mista em Defesa dos Conselhos Tutelares do Brasil,2016-04-28,55
456,Frente Parlamentar Mista Defesa da Advocacia Pública - FPMDAP,2011-09-22,54
53705,Frente Parlamentar em Defesa da Saúde Indígena,2016-05-17,55
457,Frente Parlamentar Mista por um Sistema Tributário Nacional Justo,2011-09-28,54
53706,Frente Parlamentar pela Renegociação da Dívida dos Estados e do Distrito Federal,2016-06-06,55
458,Frente Parlamentar em Defesa do Voto Aberto,2011-10-10,54
53707,Frente Parlamentar Mista pelo Desenvolvimento da Navegação Fluvial na Amazônia,2016-06-07,55
53708,Frente Parlamentar Mista em Defesa dos Direitos da Classe Trabalhadora,2016-06-16,55
460,Frente Parlamentar Mista em Defesa do Magistério,2011-10-03,54
53709,Frente Parlamentar em Defesa das Associações e Associados com benefícios mútuos,2016-06-20,55
461,Frente Parlamentar pelo Desenvolvimento do Semiárido,2011-10-24,54
462,Frente Parlamentar em Defesa da Biblioteca Pública,2011-10-18,54
463,Frente Parlamentar Mista em Defesa da Exigência do Diploma em Comunicação Social/Jornalismo para o Registro Profissional de Jornalista.,2011-10-24,54
53712,Frente Parlamentar em Defesa da Conclusão das Obras de Duplicação da BR 381,2016-07-08,55
464,Frente Parlamentar em Defesa da Cruz Vermelha,2011-10-26,54
53713,Frente Parlamentar Mista em Defesa da Previdência Social,2016-08-11,55
465,Frente Parlamentar em Defesa da Criação do Estado do Maranhão do Sul,2011-11-03,54
53714,Frente Parlamentar Mista em Defesa do SUS,2016-08-11,55
466,Frente Parlamentar da Comunicação Social - FreCom,2011-11-24,54
53715,Frente Parlamentar Mista pelo fim da Contribuição Sindical Obrigatória,2016-08-11,55
467,Frente Parlamentar Mista para o Aperfeiçoamento da Justiça Brasileira,2011-11-24,54
53716,Frente Parlamentar em Defesa do Escotismo do Brasil,2016-08-04,55
468,Frente Parlamentar do Biodiesel,2011-11-22,54
53717,Frente Parlamentar de Apoio à Família Militar,2016-08-10,55
469,Frente Parlamentar Mista em Defesa do Carvão Mineral,2011-11-24,54
53718,Frente Parlamentar Mista em Defesa e Desenvolvimento da Profissão de Bombeiro Civil,2016-09-06,55
470,Frente Parlamentar da Educação Profissional e Ensino a Distância,2011-11-17,54
53719,Frente Parlamentar em Defesa das Apaes,2016-09-06,55
471,Frente Parlamentar Mista pelo Fortalecimento das Câmaras Municipais e Vereadores.,2011-11-22,54
53720,Frente Parlamentar em Defesa dos Terceirizados da Câmara Federal,2016-08-31,55
472,Frente Parlamentar Mista em Defesa das Telecomunicações,2011-11-24,54
53721,Frente Parlamentar Mista em Defesa dos Lotéricos,2016-09-06,55
473,"Frente Parlamentar Mista pela Criação de Tribunais Federais no Estado da Bahia, Paraná, Minas Gerais e Amazonas",2011-11-21,54
53722,Frente Parlamentar Mista para a Sustentabilidade do Vale do Ribeira,2016-09-22,55
474,Frente Parlamentar Mista em Defesa do Sistema Metroviário Nacional,2011-12-02,54
53723,"Frente Parlamentar para Modernização do Centro de Lançamento de Alcântara, no estado do Maranhão.",2016-09-15,55
475,Frente Parlamentar em Defesa da Assistência Social,2011-11-30,54
53724,Frente Parlamentar Mista em Favor dos profissionais do Sistema Socioeducativo,2016-09-27,55
476,Frente Parlamentar em Defesa dos Servidores Públicos Federais,2012-02-10,54
53725,Frente Parlamentar Mista Pela Auditoria da Dívida Pública com Participação Popular,2016-09-29,55
477,Frente Parlamentar de Combate ao Trauma,2011-12-07,54
53726,Frente Parlamentar Mista em Defesa do Futsal,2016-10-20,55
478,Frente Parlamentar Super-Sub pela Construção Naval para a Defesa Nacional,2011-12-16,54
53727,Frente Parlamentar em Defesa da Mobilidade Humana,2016-10-20,55
479,Frente Parlamentar em Defesa do Fundo Social do Pré-Sal,2011-12-14,54
480,Frente Parlamentar da Desburocratização - FPD,2011-12-19,54
53729,Frente Parlamentar Mista de Combate ao Bullying e Outras Formas de Violência,2016-11-03,55
481,Frente Parlamentar de Combate à Nicotina,2011-12-16,54
53730,Frente Parlamentar Mista em Defesa da Diplomacia (FREDIPLO),2016-11-03,55
482,Frente Parlamentar em Defesa dos Regimes Próprios de Previdência Social dos Servidores Públicos,2012-03-07,54
53731,Frente Parlamentar Mista da Geografia Estatística e Meio Agroambiental - GEMA,2016-11-21,55
483,Frente Parlamentar de Incentivo à Cadeia Produtiva da Reciclagem,2012-03-07,54
53732,"Frente Parlamentar Mista em "" Apoio às Cidades Inteligentes e Humanas """,2016-11-21,55
484,Frente Parlamentar em Defesa da Previdência Social Rural,2012-03-29,54
53733,"Frente Parlamentar da Engenharia, Infraestrutura e Desenvolvimento Nacional",2016-11-21,55
485,Frente Parlamentar Mista pelo Desenvolvimento da Navegação Fluvial na Amazônia,2012-02-10,54
53734,Frente Parlamentar em Defesa dos Agentes Penitenciários,2016-11-28,55
486,Frente Parlamentar de Combate à Obesidade,2012-03-13,54
53735,Frente Parlamentar Mista de Apoio aos Objetivos de Desenvolvimentos Sustentável da ONU - ODS,2016-12-22,55
487,Frente Parlamentar pela Cooperação Brasil - Tigres Asiáticos,2012-03-15,54
53736,Frente Parlamentar em Defesa da Vaquejada como evento desportivo e cultural,2016-12-16,55
488,Frente Parlamentar do Cooperativismo (Frencoop),2012-03-23,54
53737,Frente Parlamentar Mista de Apoio ao Programa Antártico Brasileiro (Proantar),2016-12-22,55
489,Frente Parlamentar em Defesa da Amazônia e do seu Povo,2012-03-28,54
53738,Frente Parlamentar Mista Economia Digital e Economia Colaborativa,2016-12-22,55
490,Frente Parlamentar em defesa do Saneamento Ambiental e da Moradia para todos,2012-03-23,54
53739,Frente Parlamentar Mista em Defesa do Serviço Público,2017-03-20,55
491,Frente Parlamentar de Incentivo ao Desenvolvimento Sócio-Econômico da Região do Entorno do Distrito Federal,2012-03-28,54
53740,Frente Parlamentar Mista em Defesa do Consumidor,2017-03-20,55
492,Frente Parlamentar Mista do Livro e Leitura,2012-04-20,54
53741,Frente Parlamentar em Defesa da Construção Naval e Conteúdo Nacional,2017-03-23,55
493,Frente Parlamentar em Apoio e Fortalecimento da Mídia Regional,2012-04-09,54
494,Frente Parlamentar Mista em defesa dos Aposentados e Pensionistas,2012-04-16,54
53743,Frente Parlamentar do Automobilismo Brasileiro,2017-03-30,55
495,Frente Parlamentar para regulamentar a Educação Domiciliar,2012-04-19,54
53744,Frente Parlamentar Mista em Defesa das Universidades Comunitárias,2017-04-12,55
53745,Frente Parlamentar Mista de Apoio ao Protagonismo infantojuvenil,2017-04-12,55
53746,Frente Parlamentar para o Desenvolvimento da Indústria Eletroeletronica Nacional,2017-04-19,55
53747,Frente Parlamentar Mista pela Profissionalização dos Executivos do Futebol,2017-04-19,55
53748,Frente Parlamentar em Defesa dos Direitos dos Autistas,2017-04-12,55
53749,Frente Parlamentar Mista do Combate e Prevenção da Obesidade Infantojuvenil,2017-04-19,55
53750,"Frente Parlamentar em Defesa da Conclusão das Obras de Duplicação da BR 116, trecho Guaíba-Pelotas/RS",2017-05-02,55
53752,Frente Parlamentar Mista em Defesa da Soberania Nacional,2017-05-09,55
53753,Frente Parlamentar Mista pelo Fortalecimento das Relações Comerciais Brasil-Texas,2017-05-30,55
53754,Frente Parlamentar Brasil - Índia,2017-05-15,55
53755,Frente Parlamentar Mista em Defesa dos Municípios Brasileiros,2017-05-30,55
53756,Frente Parlamentar em Defesa da Reestruturação do Programa Farmácia Popular,2017-05-23,55
53757,Frente Parlamentar Mista em Defesa dos Serviços de Ambulância,2017-06-02,55
53759,Frente Parlamentar Mista em Defesa dos Bancos Públicos,2017-06-27,55
53760,Frente Parlamentar Mista da Erva-Mate,2017-06-29,55
53761,"Frente Parlamentar em Prol da Construção do Hospital do Câncer no Grupo Hospitalar Conceição (GHC), Porto Alegre/RS",2017-07-25,55
